"Site.Name","Escape.ID","Operator.at.Time.of.Escape","Escape.Water.Type","Escape.Start.Date","Escape.Start.Time","Escape.End.Time","Escape.Grid.Reference","Escaped.Species","Stage","Age","Average.Weight.Kg.","Initial.Date.of.Escape","Initial.Number.Escaped","Initial.Escape.Reason","Final.Date.of.Escape","Final.Number.Escaped","Final.Number.Recovered","Final.Escape.Reason","Marine.Scotland.Site.ID","Date.Registered","National.Grid.Reference","Local.Authority","Producing.in.Last.3.Years","Site.Address.1","Site.Address.2","Site.Address.3","Site.Post.Code","Site.Contact.Number","Aquaculture.Type","Water.Type","Health.Surveillance","Easting","Northing","MS.Management.Area","Region","Operator","Species","year","month","c2","c3","c4","c5","c6","c7"
"balta isle",2000289,"balta island seafare ltd","s","23-Aug-11",NA,"23-Aug-11",NA,"atlantic salmon","grower fish (salmon only)",15,2.5,"25-Aug-11","10,000-15,000","predator - prd","25-Aug-11",0,0,"predator","fs0717","16-Oct-91","hp657082","shetland","yes","uyeasound","unst","shetland","ze2 9dl","01957 755253","fish","seawater","medium",465700,1208200,"1a - e unst","shetland","cooke aquaculture scotland ltd","atlantic salmon",NA,NA,NA,NA,NA,NA,NA,NA
"bay of cleat (north)",2000046,"westray salmon","s","14-Nov-05","unknown",NA,"hy473476","atlantic salmon","grower fish (salmon only)",18,3.5,"18-Jul-06","2000","no actual escape of fish - nes","18-Jul-06",0,0,"no actual escape of fish","fs1080","8-Jun-04","hy473475","orkney","yes","unit 3 quarry road","pierowall westray","orkney","kw17 2dh","01856 876101","fish","seawater","low",347300,1047500,"8a - westray","orkney","cooke aquaculture scotland ltd","atlantic salmon, lumpsucker",NA,NA,NA,NA,NA,NA,NA,NA
"bay of vady",2000027,"mainland salmon ltd","s","15-Mar-06","unknown",NA,"hy465278","atlantic salmon","grower fish (salmon only)",10,1.8,"15-Mar-06","unknown","hole in net - hol","2-May-06",2019,0,"predator","fs1020","9-May-01","hy465278","orkney","yes","rousay","orkney","n/a","kw17 2pr","01856 876101","fish","seawater","low",346500,1027800,"8b - central orkney","orkney","cooke aquaculture scotland ltd","atlantic salmon, lumpsucker",NA,NA,NA,NA,NA,NA,NA,NA
"bay of vady",2000023,"mainland salmon ltd","s","17-Feb-06","unknown",NA,"hy465278","atlantic salmon","grower fish (salmon only)",9,1.7,"19-Feb-06","30, 000","hole in net - hol","20-Feb-06",0,0,"predator","fs1020","9-May-01","hy465278","orkney","yes","rousay","orkney","n/a","kw17 2pr","01856 876101","fish","seawater","low",346500,1027800,"8b - central orkney","orkney","cooke aquaculture scotland ltd","lumpsucker, atlantic salmon",NA,NA,NA,NA,NA,NA,NA,NA
"bay of vady",2000056,"mainland salmon ltd","s","11-Jan-05",NA,"12-Jan-05","hy465278","atlantic salmon","grower fish (salmon only)",21,4.9,"17-Jan-05","unknown","weather - wth","16-Feb-05",1998,0,"weather","fs1020","9-May-01","hy465278","orkney","yes","rousay","orkney","n/a","kw17 2pr","01856 876101","fish","seawater","low",346500,1027800,"8b - central orkney","orkney","cooke aquaculture scotland ltd","lumpsucker, atlantic salmon",NA,NA,NA,NA,NA,NA,NA,NA
"bight of bellister, dury voe",2000350,"scottish sea farms ltd","s","5-Jun-13","16:00","5-Jun-13","hu483604","atlantic salmon","grower fish (salmon only)",14.636690647482,3.05018021201413,"6-Jun-13","unknown","hole in net - hol","9-Sep-13",823,0,"hole in net","fs1121","20-Apr-09","hu494608","shetland","yes","dury","n/a","shetland","ze2 9qd","01595 881002","fish","seawater","medium",449400,1160800,"2a - vidlin voe, dury voe, w whalsay","shetland","scottish sea farms ltd","wrasse, lumpsucker, atlantic salmon",NA,NA,NA,NA,NA,NA,NA,NA
"bloody bay",2000453,"scottish sea farms ltd","s","25-Mar-17","10:00","25-Mar-17","ngr490576","wrasse","fish weighing more than 5 grams",14.636690647482,3.05018021201413,"25-Mar-17","1300","predator - prd","21-Apr-17",493,0,"predator","fs0964","28-Jun-99","nm492577","argyll and bute","yes","taigh solaig","tobermory","isle of mull","pa75 6nr","07471 032212","fish","seawater","medium",149200,757700,"15b - linnhe, firth of lorne, sound of mull and loch sunart","strathclyde","scottish sea farms ltd","wrasse, lumpsucker, atlantic salmon",NA,NA,NA,NA,NA,NA,NA,NA
"bloody bay",2000452,"scottish sea farms ltd","s","25-Mar-17","1000","25-Mar-17","ngr490576","atlantic salmon","grower fish (salmon only)",14.636690647482,1.3,"25-Mar-17","20000","predator - prd","21-Apr-17",17398,0,"predator","fs0964","28-Jun-99","nm492577","argyll and bute","yes","taigh solaig","tobermory","isle of mull","pa75 6nr","07471 032212","fish","seawater","medium",149200,757700,"15b - linnhe, firth of lorne, sound of mull and loch sunart","strathclyde","scottish sea farms ltd","atlantic salmon, lumpsucker, wrasse",NA,NA,NA,NA,NA,NA,NA,NA
"braevallich farm",2000284,"dawnfresh farming ltd","f","19-Jun-11",NA,NA,NA,"rainbow trout","fish weighing more than 5 grams",9,3.05018021201413,"20-Jun-11","not known","predator - prd","18-Jul-11",0,0,"predator","fs0260","11-Dec-85","nm955080","argyll and bute","yes","braevallich farm","by dalmally","argyll","pa33 1bu","01866 844339","fish","freshwater","low",195500,708000,"not in a management area","strathclyde","dawnfresh farming ltd","rainbow trout",NA,NA,NA,NA,NA,NA,NA,NA
"braevallich farm",2000299,"dawnfresh farming ltd","f","28-May-12","16:00","15-Jun-12",NA,"rainbow trout","fish weighing more than 5 grams",12,0.415,"29-May-12","3,056","human error - hum","15-Jun-12",3056,0,"human error","fs0260","11-Dec-85","nm955080","argyll and bute","yes","braevallich farm","by dalmally","argyll","pa33 1bu","01866 844339","fish","freshwater","low",195500,708000,"not in a management area","strathclyde","dawnfresh farming ltd","rainbow trout",NA,NA,NA,NA,NA,NA,NA,NA
"braevallich farm",2000467,"dawnfresh farming ltd","f","1-Feb-18","11:00","1-Feb-18","nm955079","rainbow trout","fish weighing more than 5 grams",20,1.8,"1-Feb-18","unknown","hole in net - hol","13-Feb-18",5400,0,"hole in net","fs0260","11-Dec-85","nm955080","argyll and bute","yes","braevallich farm","by dalmally","argyll","pa33 1bu","01866 844339","fish","freshwater","low",195500,708000,"not in a management area","strathclyde","dawnfresh farming ltd","rainbow trout",NA,NA,NA,NA,NA,NA,NA,NA
"braevallich farm",2000197,"caledonian trout company","f","1-Jun-08","10:00",NA,"nm956080","rainbow trout","fish weighing more than 5 grams",14,0.221,"1-Jun-08","several hundred","vandalism - van","26-Jun-08",381,1,"vandalism","fs0260","11-Dec-85","nm955080","argyll and bute","yes","braevallich farm","by dalmally","argyll","pa33 1bu","01866 844339","fish","freshwater","low",195500,708000,"not in a management area","strathclyde","dawnfresh farming ltd","rainbow trout",NA,NA,NA,NA,NA,NA,NA,NA
"braevallich farm",2000175,"caledonian trout co","f","16-Aug-07","09:00","16-Aug-07","nm956080","rainbow trout","fish weighing more than 5 grams",12,0.412,"16-Aug-07","14,442","hole in net - hol","12-Sep-07",0,842,"hole in net","fs0260","11-Dec-85","nm955080","argyll and bute","yes","braevallich farm","by dalmally","argyll","pa33 1bu","01866 844339","fish","freshwater","low",195500,708000,"not in a management area","strathclyde","dawnfresh farming ltd","rainbow trout",NA,NA,NA,NA,NA,NA,NA,NA
"breigeo inshore",2000382,"hydro seafoods gsp","s","29-Jan-99",NA,NA,NA,"atlantic salmon","grower fish (salmon only)",14.636690647482,1,NA,"100 000","weather - wth",NA,0,0,"weather","fs0915","21-May-98","hu357473","shetland","no","sand","bixter","shetland","ze2 9nq","01595 881002","fish","seawater","medium",435700,1147300,"3a - sw shetland mainland","shetland","scottish sea farms ltd","lumpsucker, atlantic salmon, wrasse",NA,NA,NA,NA,NA,NA,NA,NA
"brunaness",2000161,"scottish sea farms ltd","s","28-May-07","18","28-May-07","hu384365","atlantic salmon","grower fish (salmon only)",19,4.1,"30-May-07","100","hole in net - hol","20-Jul-07",0,0,"hole in net","fs0230","19-Mar-92","hu384365","shetland","no","c/o blackness pier","scalloway","shetland","ze1 0tq","01595 881002","fish","seawater","medium",438400,1136500,"3a - sw shetland mainland","shetland","scottish sea farms ltd","atlantic salmon, wrasse, lumpsucker",NA,NA,NA,NA,NA,NA,NA,NA
"calva bay (calbha beag)",2000103,"loch duart ltd","s","12-Aug-03",NA,NA,"nc165379","atlantic salmon","grower fish (salmon only)",4,0.3,"14-Aug-03","18,000","hole in net - hol","12-Sep-03",18416,0,"hole in net","fs0068","1-Jun-94","nc165379","highland","yes","badcall salmon house","scourie, lairg","sutherland","iv27 4th","01971 502451","fish","seawater","low",216500,937900,"9c - badcall, chairn bhain, eddrachillis","highland","loch duart ltd","atlantic salmon, lumpsucker, wrasse",NA,NA,NA,NA,NA,NA,NA,NA
"camas glas",2000082,"marine harvest (scotland) ltd","s","11-Nov-04","15:00",NA,"nm643590","atlantic salmon","grower fish (salmon only)",18,4,"11-Nov-04","unknown","predator - prd","11-Jan-05",0,0,"predator","fs0413","1-Jan-88","nm646589","highland","yes","glenborrodale","acharacle","highland","ph36 4jp","01972 500767","fish","seawater","medium",164600,758900,"15b - linnhe, firth of lorne, sound of mull and loch sunart","highland","mowi scotland ltd","atlantic salmon, wrasse, lumpsucker",NA,NA,NA,NA,NA,NA,NA,NA
"carnassarie hatchery",2000075,"lakeland marine farm ltd","f","20-Dec-04",NA,"21-Dec-04","nm843012","atlantic salmon","grower fish (salmon only)",36,10,"1-Jan-05","1","predator - prd","1-Jan-05",1,1,"predator","fs0757","1-Jun-93","nm843012","argyll and bute","no","n/a",NA,NA,NA,NA,"fish","freshwater","low",184300,701200,"not in a management area","strathclyde","mowi scotland ltd","atlantic salmon",NA,NA,NA,NA,NA,NA,NA,NA
"carness bay",2000150,"mainstream scotland ltd","s","1-Mar-07","16:00","1-Mar-07","hy469139","rainbow trout","fish weighing more than 5 grams",10,2.1,"13-Mar-07","not known","hole in net - hol","13-Mar-07",0,0,"hole in net","fs0390","1-Nov-87","hy469139","orkney","yes","crowness point","hatston","kirkwall, orkney","kw15 1gp","01856 876101","fish","seawater","low",346900,1013900,"8b - central orkney","orkney","cooke aquaculture scotland ltd","lumpsucker, atlantic salmon",NA,NA,NA,NA,NA,NA,NA,NA
"ceann dibig",2000321,"harris fish farming","s","1-Apr-01",NA,NA,NA,"atlantic salmon","grower fish (salmon only)",14.636690647482,2,NA,"6000-7000","predator - prd",NA,6000,0,"predator","fs0561","10-Aug-91","ng155971","western isles","no","n/a",NA,NA,NA,NA,"fish","seawater",NA,115500,897100,NA,"western isles","the scottish salmon company","atlantic salmon",NA,NA,NA,NA,NA,NA,NA,NA
"chalmers hope",2000181,"mainstream scotland ltd","s","8-Nov-07",NA,NA,"hy288007","atlantic salmon","grower fish (salmon only)",14,4,"12-Nov-07","unknown","no actual escape of fish - nes","6-Dec-07",0,0,"no actual escape of fish","fs0993","21-Mar-00","hy288009","orkney","yes","lyness","hoy","orkney","kw16 3nt","01856 876101","fish","seawater","medium",328800,1000900,"8c - scapa flow","orkney","cooke aquaculture scotland ltd","atlantic salmon, lumpsucker",NA,NA,NA,NA,NA,NA,NA,NA
"clachan hatchery",2000133,"hebridean smolts ltd","f","28-Nov-06","11:00","28-Nov-06","nf822433","atlantic salmon","salmon fresh water stages",12,0.03,"7-Dec-06","0","no actual escape of fish - nes","5-Dec-06",0,0,"no actual escape of fish","fs0398","1-Dec-89","nf822433","western isles","yes","clachan hatchery","loch carnan, south uist","western isles","hs8 5pd","01870 610358","fish","freshwater","low",82200,843300,"not in a management area","western isles","hebridean smolts ltd","atlantic salmon",NA,NA,NA,NA,NA,NA,NA,NA
"clachbreac",2000176,"landcatch natural selection ltd","f","9-Sep-07","10:30","9-Sep-07","nr767758","atlantic salmon","grower fish (salmon only)",9,0.09,"12-Sep-07","2,500","human error - hum","9-Oct-07",0,0,"human error","fs0892","1-Jan-97","nr767758","argyll and bute","yes","clachbreac","ormsary, lochgilphead","argyll","pa31 8nz","01880 770332","fish","freshwater","medium",176700,675800,"not in a management area","strathclyde","landcatch natural selection ltd","atlantic salmon",NA,NA,NA,NA,NA,NA,NA,NA
"clashnessie bay",2000097,"ardvar salmon","s","6-Oct-03",NA,"10-Oct-03","nc085337","atlantic salmon","grower fish (salmon only)",34,4.5,"14-Oct-03","100-200","weather - wth","14-Oct-03",100,0,"weather","fs0933","30-Oct-97","nc083336","highland","yes","badcall salmon house","scourie, lairg","sutherland","iv27 4th","01971 502451","fish","seawater","medium",208300,933600,"9c - badcall, chairn bhain, eddrachillis","highland","loch duart ltd","atlantic salmon, lumpsucker, wrasse",NA,NA,NA,NA,NA,NA,NA,NA
"clashnessie bay",2000216,"loch duart ltd","s","29-Dec-08",NA,"29-Dec-08",NA,"atlantic salmon","grower fish (salmon only)",35,5,"29-Dec-08","6560","hole in net - hol","5-Jan-09",6560,0,"predator","fs0933","30-Oct-97","nc083336","highland","yes","badcall salmon house","scourie, lairg","sutherland","iv27 4th","01971 502451","fish","seawater","medium",208300,933600,"9c - badcall, chairn bhain, eddrachillis","highland","loch duart ltd","atlantic salmon, lumpsucker, wrasse",NA,NA,NA,NA,NA,NA,NA,NA
"cloudin",2000392,"wester sound salmon ltd","s","1-Dec-99",NA,NA,NA,"atlantic salmon","grower fish (salmon only)",14.636690647482,2.5,NA,"4000","hole in net - hol",NA,4000,0,"hole in net","fs0088","30-Oct-85","hu233475","shetland","yes","burrastow shorebase","walls","shetland","ze2 9pd","01806 544374","fish","seawater","medium",423300,1147500,"3b - gruting, vaila, walls","shetland","cooke aquaculture scotland ltd","atlantic salmon, wrasse, lumpsucker",NA,NA,NA,NA,NA,NA,NA,NA
"college mill",2000255,"david m brien","f","4-Jan-10","04:00-0","5-Jan-10","no067259","rainbow trout","fish weighing more than 5 grams",7,0.015,"9-Jan-10","19,879","weather - wth","26-Jan-10",0,300,"weather","fs0052","17-Aug-73","no067259","perth and kinross","yes","college mill trout farm","almondbank","perth","ph1 3jy","01738 583706","fish","freshwater","medium",306700,725900,"not in a management area","tayside","college mill trout farm","brown trout and sea trout, rainbow trout",NA,NA,NA,NA,NA,NA,NA,NA
"college mill",2000345,"david m brien","f","1-Feb-00",NA,NA,NA,"rainbow trout","fish weighing more than 5 grams",14.636690647482,0.5,NA,"4000","flooding - fld",NA,4000,0,"flooding","fs0052","17-Aug-73","no067259","perth and kinross","yes","college mill trout farm","almondbank","perth","ph1 3jy","01738 583706","fish","freshwater","medium",306700,725900,"not in a management area","tayside","college mill trout farm","brown trout and sea trout, rainbow trout",NA,NA,NA,NA,NA,NA,NA,NA
"college mill",2000414,"college mill trout farm","f","7-Nov-14","01:00","7-Nov-14","no067259","rainbow trout","fish weighing more than 5 grams",5,20,"7-Nov-14","30-50","flooding - fld","21-Nov-14",0,0,"flooding","fs0052","17-Aug-73","no067259","perth and kinross","yes","college mill trout farm","almondbank","perth","ph1 3jy","01738 583706","fish","freshwater","medium",306700,725900,"not in a management area","tayside","college mill trout farm","rainbow trout, brown trout and sea trout",NA,NA,NA,NA,NA,NA,NA,NA
"college mill",2000146,"david m brien","f","10-Dec-06","19:00","11-Dec-06","no067259","rainbow trout","fish weighing more than 5 grams",3,40,"14-Feb-07","27,767","flooding - fld","14-Feb-07",0,0,"flooding","fs0052","17-Aug-73","no067259","perth and kinross","yes","college mill trout farm","almondbank","perth","ph1 3jy","01738 583706","fish","freshwater","medium",306700,725900,"not in a management area","tayside","college mill trout farm","rainbow trout, brown trout and sea trout",NA,NA,NA,NA,NA,NA,NA,NA
"colonsay",2000499,"mowi scotland ltd","s","18-Oct-19","10:15","18-Oct-19","nr434967","atlantic salmon","grower fish (salmon only)",6,1.2,"21-Oct-19","0","hole in net - hol","26-Nov-19",0,0,"predator","fs1296","9-Apr-15","nr434968","argyll and bute","yes","c/o stob ban house","glen nevis business park","fort william","ph33 6rx","01397 715032","fish","seawater","low",143400,696800,"16e - colonsay","strathclyde","mowi scotland ltd","atlantic salmon, wrasse, lumpsucker",NA,NA,NA,NA,NA,NA,NA,NA
"colonsay",2000500,"mowi scotland ltd","s","8-Nov-19","09:30",NA,"nr434967","atlantic salmon","grower fish (salmon only)",14.636690647482,1.3,"14-Nov-19","0","weather - wth","26-Nov-19",0,0,"predator","fs1296","9-Apr-15","nr434968","argyll and bute","yes","c/o stob ban house","glen nevis business park","fort william","ph33 6rx","01397 715032","fish","seawater","low",143400,696800,"16e - colonsay","strathclyde","mowi scotland ltd","wrasse, lumpsucker, atlantic salmon",NA,NA,NA,NA,NA,NA,NA,NA
"colonsay",2000507,"mowi scotland ltd","s","17-Jan-20","12:00","17-Jan-20","nr434967","atlantic salmon","grower fish (salmon only)",9,1.74,"17-Jan-20","73,600","weather - wth","21-Feb-20",0,0,"pen failure","fs1296","9-Apr-15","nr434968","argyll and bute","yes","c/o stob ban house","glen nevis business park","fort william","ph33 6rx","01397 715032","fish","seawater","low",143400,696800,"16e - colonsay","strathclyde","mowi scotland ltd","wrasse, atlantic salmon, lumpsucker",NA,NA,NA,NA,NA,NA,NA,NA
"colonsay",2000461,"marine harvest (scotland) ltd","s","20-Oct-17","14:00","20-Oct-17","nr434968","atlantic salmon","grower fish (salmon only)",3,3.05018021201413,"27-Oct-17","0","other - oth","30-Oct-17",0,0,"other","fs1296","9-Apr-15","nr434968","argyll and bute","yes","c/o stob ban house","glen nevis business park","fort william","ph33 6rx","01397 715032","fish","seawater","low",143400,696800,"16e - colonsay","strathclyde","mowi scotland ltd","atlantic salmon, wrasse, lumpsucker",NA,NA,NA,NA,NA,NA,NA,NA
"corlarach",2000479,"grieg seafood shetland ltd","s","18-Sep-18","11:00","18-Sep-18","ng227523","atlantic salmon","grower fish (salmon only)",11,2,"19-Sep-18","zero","hole in net - hol","7-Dec-18",0,0,"hole in net","fs1287","28-May-14","ng227523","highland","yes","dunvegan pier","dunvegan","skye","iv55 8wf","01470 521465","fish","seawater","medium",122700,852300,"12b - dunvegan","highland","grieg seafood shetland ltd","wrasse, atlantic salmon, lumpsucker",NA,NA,NA,NA,NA,NA,NA,NA
"corlarach",2000483,"grieg seafood shetland ltd","s","6-Jan-19",NA,"6-Jan-19","ng227523","atlantic salmon","grower fish (salmon only)",14,3.2,"8-Jan-19","0","predator - prd","28-Oct-19",0,0,"predator","fs1287","28-May-14","ng227523","highland","yes","dunvegan pier","dunvegan","skye","iv55 8wf","01470 521465","fish","seawater","medium",122700,852300,"12b - dunvegan","highland","grieg seafood shetland ltd","atlantic salmon, lumpsucker, wrasse",NA,NA,NA,NA,NA,NA,NA,NA
"corlarach",2000485,"grieg seafood shetland ltd","s","9-Jan-19","14:00","9-Jan-19","ng227523","atlantic salmon","grower fish (salmon only)",17,3.2,"4-Mar-19","0","predator - prd","28-Oct-19",4000,0,"predator","fs1287","28-May-14","ng227523","highland","yes","dunvegan pier","dunvegan","skye","iv55 8wf","01470 521465","fish","seawater","medium",122700,852300,"12b - dunvegan","highland","grieg seafood shetland ltd","wrasse, atlantic salmon, lumpsucker",NA,NA,NA,NA,NA,NA,NA,NA
"creag an t'sagairt (loch hourn)",2000455,"marine harvest (scotland) ltd","s","1-Jul-17","11:00","1-Jul-17","ng803096","atlantic salmon","grower fish (salmon only)",11,2.8,"3-Jul-17","7","chafe/ snag - cha","8-Aug-17",4,3,"chafe/ snag","fs0605","13-Nov-90","ng803096","highland","yes","arnisdale","glenelg","ross-shire","iv40 8jh","01599 522254","fish","seawater","low",180300,809600,"14b - hourn","highland","mowi scotland ltd","atlantic salmon, lumpsucker, wrasse",NA,NA,NA,NA,NA,NA,NA,NA
"creag an t'sagairt (loch hourn)",2000263,"marine harvest (scotland) ltd","s","27-May-10","17:30","28-May-10","ng803096","atlantic salmon","grower fish (salmon only)",13,2.45,"28-May-10","200","human error - hum","25-Jun-10",200,0,"human error","fs0605","13-Nov-90","ng803096","highland","yes","arnisdale","glenelg","ross-shire","iv40 8jh","01599 522254","fish","seawater","low",180300,809600,"14b - hourn","highland","mowi scotland ltd","atlantic salmon, wrasse, lumpsucker",NA,NA,NA,NA,NA,NA,NA,NA
"crooie",2000370,"papil salmon farms ltd.","s","1-Nov-95",NA,NA,NA,"atlantic salmon","grower fish (salmon only)",14.636690647482,2.5,NA,"20000","weather - wth",NA,20000,0,"weather","fs0213","5-Feb-92","hu398340","shetland","no","north house","taing burra isle","shetland","n/a","01595 881002","fish","seawater","medium",439800,1134000,"3a - sw shetland mainland","shetland","scottish sea farms ltd","lumpsucker, atlantic salmon, wrasse",NA,NA,NA,NA,NA,NA,NA,NA
"djubawick",2000207,"mainstream scotland ltd","s","8-Oct-08",NA,"8-Oct-08","hu557933","atlantic salmon","grower fish (salmon only)",17,4.5,"9-Oct-08","0","weather - wth","4-Nov-08",0,0,"weather","fs0656","10-Sep-91","hu557933","shetland","yes","yell shorebase","mid yell","shetland","ze2 9bn","01856 876101","fish","seawater","low",455700,1193300,"1b - s unst, e yell, fetlar","shetland","cooke aquaculture scotland ltd","atlantic salmon, lumpsucker",NA,NA,NA,NA,NA,NA,NA,NA
"djubawick",2000215,"mainstream scotland ltd","s","21-Dec-08",NA,"21-Dec-08",NA,"atlantic salmon","grower fish (salmon only)",20,5.2,"23-Dec-08","0","no actual escape of fish - nes","23-Dec-08",0,0,"no actual escape of fish","fs0656","10-Sep-91","hu557933","shetland","yes","yell shorebase","mid yell","shetland","ze2 9bn","01856 876101","fish","seawater","low",455700,1193300,"1b - s unst, e yell, fetlar","shetland","cooke aquaculture scotland ltd","atlantic salmon, lumpsucker",NA,NA,NA,NA,NA,NA,NA,NA
"djubawick",2000243,"mainstream scotland ltd","s","9-Aug-09","11:00",NA,NA,"atlantic salmon","grower fish (salmon only)",16,0.45,"9-Aug-09","0","no actual escape of fish - nes","7-Sep-09",0,0,"no actual escape of fish","fs0656","10-Sep-91","hu557933","shetland","yes","yell shorebase","mid yell","shetland","ze2 9bn","01856 876101","fish","seawater","low",455700,1193300,"1b - s unst, e yell, fetlar","shetland","cooke aquaculture scotland ltd","lumpsucker, atlantic salmon",NA,NA,NA,NA,NA,NA,NA,NA
